"school.name","school.city","school.state","school.ownership","school.degrees_awarded.highest","school.degrees_awarded.predominant"
"Ventura Adult and Continuing Education","Ventura","CA",1,1,1
"CT Aerotech","Hartford","CT",1,1,1
"Stratford School for Aviation Maintenance Technicians","Stratford","CT",1,1,1
"City College-Altamonte Springs","Altamonte Springs","FL",3,2,2
"Career Center of Southern Illinois","Red Bud","IL",1,1,1
"Crave Beauty Academy","Wichita","KS",3,1,1
"Hastings Beauty School","Hastings","MN",3,1,1
"Kirksville Area Technical Center","Kirksville","MO",1,1,1
"Southern Missouri Technical Institute","West Plains","MO",1,1,1
"Saline County Career Center","Marshall","MO",1,1,1
"Warrensburg Area Career Center","Warrensburg","MO",1,1,1
"Cass Career Center","Harrisonville","MO",1,1,1
"Applied Technology Services","Sunset Hills","MO",1,1,1
"Central College of Cosmetology","Saint Robert","MO",3,1,1
"Southeast Missouri Hospital College of Nursing and Health Sciences","Cape Girardeau","MO",2,3,2
"Messenger College","Bedford","TX",2,3,3
"Union County Vocational Technical School","Scotch Plains","NJ",1,1,1
"Prism Career Institute-Philadelphia","Philadelphia","PA",3,1,1
"Clinton Essex Warren Washington BOCES","Plattsburgh","NY",1,1,1
"Jefferson Lewis BOCES-Practical Nursing Program","Watertown","NY",1,1,1
"Veeb Nassau County School of Practical Nursing","Hicksville","NY",1,1,1
"Cattaraugus Allegany BOCES-Practical Nursing Program","Olean","NY",1,1,1
"Orange Ulster BOCES-Practical Nursing Program","Newburgh","NY",1,1,1
"Wayne Finger Lakes BOCES-Practical Nursing Program","Newark","NY",1,1,1
"Broome Delaware Tioga BOCES-Practical Nursing Program","Endicott","NY",1,1,1
"Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program","Hudson Falls","NY",1,1,1
"Albany BOCES-Adult Practical Nursing Program","Albany","NY",1,1,1
"Eastern Suffolk BOCES","Sayville","NY",1,1,1
"Rockland County BOCES-Practical Nursing Program","West Nyack","NY",1,1,1
"New York College of Health Professions","Syosset","NY",2,4,3
"Charles Stuart School of Diamond Setting","Brooklyn","NY",3,1,1
"Penta County Joint Vocational School","Perrysburg","OH",1,1,1
"Career and Technology Education Centers of Licking County","Newark","OH",1,1,1
"Northern Career Institute","Eastlake","OH",1,1,1
"Washington County Career Center-Adult Technical Training","Marietta","OH",1,1,1
"Ohio Media School-Cincinnati","Norwood","OH",3,1,1
"Vantage Career Center","Van Wert","OH",1,1,1
"Indian Capital Technology Center-Muskogee","Muskogee","OK",1,1,1
"Western Technology Center","Burns Flat","OK",1,1,1
"Mid-America Technology Center","Wayne","OK",1,1,1
"Eastern Oklahoma County Technology Center","Choctaw","OK",1,1,1
"Wes Watkins Technology Center","Wetumka","OK",1,1,1
"York County School of Technology-Adult & Continuing Education","York","PA",1,1,1
"Chester County Intermediate Unit","Downingtown","PA",1,1,1
"Jefferson County Dubois Area Vocational Technical Practical Nursing Program","Reynoldsville","PA",1,1,1
"Greater Johnstown Career and Technology Center","Johnstown","PA",1,1,1
"Mifflin County Academy of Science and Technology","Lewistown","PA",1,1,1
"Lenape Technical School Practical Nursing Program","Ford City","PA",1,1,1
"Venango County Area Vocational Technical School","Oil City","PA",1,1,1
"Lancaster County Career and Technology Center","Willow Street","PA",1,2,1
"Lebanon County Area Vocational Technical School","Lebanon","PA",1,1,1
"Indiana County Technology Center","Indiana","PA",1,1,1
"Northern Tier Career Center","Towanda","PA",1,1,1
"Hazleton Area Career Center","Hazle TWP.","PA",1,1,1
"All-State Career School-Pittsburgh","West Mifflin","PA",3,1,1
"D'Mart Institute","Barranquitas","PR",3,1,1
"Automeca Technical College-Aguadilla","Aguadilla","PR",3,1,1
"North Central Institute","Clarksville","TN",3,2,1
"Pipo Academy of Hair Design","El Paso","TX",3,1,1
"Tint School of Makeup and Cosmetology-Dallas","Grand Prairie","TX",3,1,1
"United Technical Center","Clarksburg","WV",1,1,1
"Charles H McCann Technical School","North Adams","MA",1,1,1
"Central California School of Continuing Education","San Luis Obispo","CA",3,1,1
"HCA Florida Mercy Hospital School of Practical Nursing","Miami","FL",3,1,1
"Marion Technical College","Ocala","FL",1,1,1
"Rivertown School of Beauty Barber Skin Care and Nails","Columbus","GA",3,1,1
"Atlanta Institute of Music and Media","Duluth","GA",3,2,2
"Illinois Media School","Chicago","IL",3,1,1
"New Dimensions School of Hair Design","Joplin","MO",3,1,1
"Jna Institute of Culinary Arts","Philadelphia","PA",3,2,1
"Putnam Career and Technical Center","Eleanor","WV",1,1,1
"Crawford County Career and Technical Center Practical Nursing Program","Meadville","PA",1,1,1
"Texas College of Cosmetology-San Angelo","San Angelo","TX",3,1,1
"Automeca Technical College-Bayamon","Bayamon","PR",3,1,1
"Automeca Technical College-Caguas","Caguas","PR",3,1,1
"Automeca Technical College-Ponce","Ponce","PR",3,1,1
"Centura College-Chesapeake","Chesapeake","VA",3,3,1
"University of Phoenix-Hawaii","Kapolei","HI",3,4,3
"Prism Career Institute-Cherry Hill","Cherry Hill","NJ",3,1,1
"Sonoran University of Health Sciences","Tempe","AZ",2,4,4
"Escuela de Peritos Electricistas de Isabela Inc","Isabela","PR",3,1,1
"Yeshiva D'monsey Rabbinical College","Monsey","NY",2,3,3
"Lincoln Technical Institute-Mahwah","Mahwah","NJ",3,1,1
"Career Technical Institute","Washington","DC",3,2,1
"Northwest Vista College","San Antonio","TX",1,2,2
"Oconee Fall Line Technical College","Sandersville","GA",1,2,1
"York County Community College","Wells","ME",1,2,2
"Western Suffolk BOCES","Northport","NY",1,1,1
"Arkansas State University-Mountain Home","Mountain Home","AR",1,2,1
"Columbia Gorge Community College","The Dalles","OR",1,2,2
"Bakke Graduate University","Dallas","TX",2,4,4
"Tillamook Bay Community College","Tillamook","OR",1,2,2
"Manhattan School of Computer Technology","Brooklyn","NY",2,1,1
"Ross College-Hopkinsville","Hopkinsville","KY",3,2,1
"Paul Mitchell the School-St. George","Saint George","UT",3,1,1
"Cadillac Institute of Cosmetology","Cadillac","MI",3,1,1
"Arizona College of Nursing-Tempe","Tempe","AZ",3,3,3
"Vanguard-Sentinel Adult Career and Technology Center","Fremont","OH",1,1,1
"Academy of Beauty Professionals","Raymore","MO",3,1,1
"New York Conservatory for Dramatic Arts","New York","NY",3,2,2
"Eastern International College-Jersey City","Jersey City","NJ",3,3,2
"Academia Serrant Inc","Ponce","PR",3,1,1
"San Joaquin Valley College-Trades Education Center","Fresno","CA",3,2,1
"Pacific College","Costa Mesa","CA",3,4,2
"American College of Healthcare and Technology","Riverside","CA",3,1,1
"Compu-Med Vocational Careers Corp","Hialeah","FL",3,2,1
"Advantage Technical College","Manati","PR",3,1,1
"Mid Cities Barber College","Grand Prairie","TX",3,1,1
"Midwestern University-Glendale","Glendale","AZ",2,4,4
"Oregon Coast Community College","Newport","OR",1,2,2
"Gwinnett College-Sandy Springs","Sandy Springs","GA",3,2,1
"Mildred Elley-Pittsfield Campus","Pittsfield","MA",3,1,1
"Embry-Riddle Aeronautical University-Worldwide","Daytona Beach","FL",2,4,3
"Merkaz Bnos-Business School","Brooklyn","NY",2,1,1
"Lia Schorr Institute of Cosmetic Skin Care Training","New York","NY",3,1,1
"CET-Alexandria","Alexandria","VA",2,1,1
"Aviation Institute of Maintenance-Norfolk","Norfolk","VA",3,1,1
"Centura College-Richmond Main","North Chesterfield","VA",3,1,1
"Osceola Technical College","Kissimmee","FL",1,1,1
"Miami Ad School","Miami","FL",3,1,1
"Green Country Technology Center","Okmulgee","OK",1,1,1
"Nova College de Puerto Rico","Bayamon","PR",3,1,1
"John Wesley International Barber and Beauty College","Long Beach","CA",3,1,1
"Southeastern College-West Palm Beach","West Palm Beach","FL",3,3,2
"Ottawa University-Milwaukee","Brookfield","WI",2,4,3
"Klamath Community College","Klamath Falls","OR",1,2,1
"American College of Acupuncture and Oriental Med","Houston","TX",3,4,4
"AOMA Graduate School of Integrative Medicine","Austin","TX",3,4,4
"Urban College of Boston","Boston","MA",2,2,1
"Strayer University-Maryland","Suitland","MD",3,4,3
"Empire Beauty School-Monroeville","Monroeville","PA",3,1,1
"Southern Careers Institute-San Antonio","San Antonio","TX",3,2,1
"Cayce/Reilly School of Massage","Virginia Beach","VA",2,1,1
"Prism Career Institute-West Atlantic City","West  Atlantic City","NJ",3,1,1
"Studio Jewelers","New York","NY",3,1,1
"Praxis Institute","Miami","FL",3,1,1
"San Juan Bautista School of Medicine","Caguas","PR",2,4,3
"Texas Health and Science University","Austin","TX",3,4,3
"Carver Career Center","Charleston","WV",1,1,1
"Cayuga Onondaga BOCES-Practical Nursing Program","Auburn","NY",1,1,1
"Clearfield County Career and Technology Center","Clearfield","PA",1,1,1
"Colegio de Cinematografia Artes y Television","Bayamon","PR",3,2,1
"Delaware County Technical School-Practical Nursing Program","Broomall","PA",1,1,1
"Mid-Del Technology Center","Midwest City","OK",1,1,1
"New York Institute of Massage Inc","Williamsville","NY",3,1,1
"Dutchess BOCES-Practical Nursing Program","Poughkeepsie","NY",1,1,1
"Escuela Tecnica de Electricidad","Ponce","PR",3,1,1
"Institute of Technology","Clovis","CA",3,2,1
"Bristol Technical Education Center","Bristol","CT",1,1,1
"Genesee Valley BOCES-Practical Nursing Program","Batavia","NY",1,1,1
"Henrico County-Saint Marys Hospital School of Practical Nursing","Richmond","VA",1,1,1
"Herkimer County BOCES-Practical Nursing Program","Herkimer","NY",1,1,1
"Graduate America College","Garland","TX",3,1,1
"Cape Coral Technical College","Cape Coral","FL",1,1,1
"UPMC Mercy School of Nursing","Pittsburgh","PA",2,1,1
"Ocean County Vocational-Technical School","Toms River","NJ",1,1,1
"Yeshiva of the Telshe Alumni","Riverdale","NY",2,3,3
"Kenneth Shuler School of Cosmetology-Rock Hill","Rock Hill","SC",3,1,1
"CET-El Paso","El Paso","TX",2,1,1
"Appalachian School of Law","Grundy","VA",2,4,4
"Platt College-Ontario","Ontario","CA",3,3,2
"Delaware College of Art and Design","Wilmington","DE",2,2,2
"American University of Health Sciences","Signal Hill","CA",3,4,3
"Career Networks Institute","Santa Ana","CA",3,2,2
"Monty Tech","Fitchburg","MA",1,1,1
"Okaloosa Technical College","Fort Walton Beach","FL",1,1,1
"Lincoln Technical Institute-Lincoln","Lincoln","RI",3,1,1
"Wayne County Schools Career Center","Smithville","OH",1,1,1
"Carolinas College of Health Sciences","Charlotte","NC",1,3,2
"Western Governors University","Salt Lake City","UT",2,4,3
"California Aeronautical University","Bakersfield","CA",3,4,3
"Herzing University-New Orleans","Metairie","LA",2,4,2
"Florida Gulf Coast University","Fort Myers","FL",1,4,3
"Little Priest Tribal College","Winnebago","NE",1,2,1
"South Louisiana Community College","Lafayette","LA",1,2,1
"Pima Medical Institute-Chula Vista","Chula Vista","CA",3,2,1
"Lincoln College of Technology-Marietta","Marietta","GA",3,2,1
"Academy of Hair Design-Lufkin","Lufkin","TX",3,1,1
"Pathway Vocational Academy","Beaumont","TX",3,1,1
"Cortiva Institute","Linthicum","MD",3,1,1
"Toni & Guy Hairdressing Academy-Worcester","Worcester","MA",3,1,1
"Northwest HVAC/R Training Center","Spokane","WA",2,1,1
"Myotherapy Institute","Lincoln","NE",3,2,2
"Florida College of Integrative Medicine","Orlando","FL",3,4,4
"New Professions Technical Institute","Miami","FL",3,2,2
"Strand College of Hair Design","Myrtle Beach","SC",3,1,1
"Ilisagvik College","Barrow","AK",1,3,1
"Community College of Baltimore County","Baltimore","MD",1,2,2
"White Earth Tribal and Community College","Mahnomen","MN",2,2,2
"Blue Cliff College-Metairie","Metairie","LA",3,1,1
"Creative Images Institute of Cosmetology-North Dayton","Dayton","OH",3,1,1
"Dewey University-Carolina","Carolina","PR",2,3,2
"Yeshiva College of the Nations Capital","Silver  Spring","MD",2,3,3
"Louisiana State University Health Sciences Center-Shreveport","Shreveport","LA",1,4,3
"Hair Academy II","Hillcrest Heights","MD",3,1,1
"River Parishes Community College","Gonzales","LA",1,2,1
"Los Angeles Film School","Hollywood","CA",3,3,3
"Century College","San Juan","PR",3,1,1
"FINE Mortuary College","Norwood","MA",3,2,2
"International Baptist College and Seminary","Chandler","AZ",2,4,3
"Gwinnett College","Raleigh","NC",3,1,1
"Medical Training College","Baton Rouge","LA",3,1,1
"University of Connecticut-Waterbury Campus","Waterbury","CT",1,4,3
"University of Connecticut-Avery Point","Groton","CT",1,4,3
"University of Connecticut-Stamford","Stamford","CT",1,4,3
"University of Management and Technology","Arlington","VA",3,4,3
"Baton Rouge Community College","Baton Rouge","LA",1,2,1
"IYRS School of Technology & Trades","Newport","RI",2,1,1
"Midwest Technical Institute-Illinois","Springfield","IL",3,1,1
"Advanced Barber College and Hair Design","Weslaco","TX",3,1,1
"The College of Health Care Professions-Austin","Austin","TX",3,2,1
"New Community Career & Technical Institute","Newark","NJ",2,1,1
"The Chicago School-College of Nursing","Richardson","TX",2,2,1
"Professional Golfers Career College","Temecula","CA",3,2,2
"Chester Career College","CHESTER","VA",3,2,1
"Milan Institute-San Antonio Ingram","San Antonio","TX",3,1,1
"Rudae's School of Beauty Culture-Ft Wayne","Fort Wayne","IN",3,1,1
"Carrington College-San Jose","San Jose","CA",3,2,1
"Brookline College-Tucson","Tucson","AZ",3,2,1
"Miller-Motte College-McCann-Lewisburg","Lewisburg","PA",3,2,1
"Carrington College-Pleasant Hill Campus","Pleasant Hill","CA",3,2,1
"Cortiva Institute","Maitland","FL",3,1,1
"Modern Hairstyling Institute-Carolina","Carolina","PR",3,1,1
"Universal Technical Institute of California Inc","Rancho Cucamonga","CA",3,2,2
"American InterContinental University-Atlanta","Atlanta","GA",3,4,2
"The Academy of Hair Design Six","Hattiesburg","MS",3,1,1
"Eastern West Virginia Community and Technical College","Moorefield","WV",1,2,2
"Aviation Institute of Maintenance-Indianapolis","Indianapolis","IN",3,2,1
"IVAEM College","Caguas","PR",3,1,1
"Midwest College of Oriental Medicine-Skokie","Skokie","IL",3,4,1
"Carrington College-Spokane","Spokane","WA",3,2,1
"Cascadia College","Bothell","WA",1,3,2
"CBD College","Los Angeles","CA",2,3,2
"East West College of Natural Medicine","Sarasota","FL",3,4,4
"Atlantic Institute of Oriental Medicine","Fort Lauderdale","FL",2,4,3
"MDT College of Health Sciences","Chicago","IL",3,1,1
"Bennett Career Institute","Washington","DC",3,1,1
"Blue Cliff College-Lafayette","Lafayette","LA",3,1,1
"Community Care College","Tulsa","OK",2,2,1
"Erie 1 BOCES","West Seneca","NY",1,1,1
"HDS Truck Driving Institute","Tucson","AZ",3,1,1
"The King's University","Southlake","TX",2,4,3
"Fortis College-Baton Rouge","Baton Rouge","LA",3,2,1
"My Le's Beauty College","Sacramento","CA",3,1,1
"New Concept Massage and Beauty School","Miami","FL",3,1,1
"New York College of Traditional Chinese Medicine","Mineola","NY",2,4,4
"Fortis College-Orange Park","Orange Park","FL",3,2,1
"Northeastern Seminary","Rochester","NY",2,4,4
"Omega Institute of Cosmetology","Houma","LA",3,1,1
"Pacific Islands University","Mangilao","GU",2,3,3
"PCI College","Cerritos","CA",3,3,2
"Rosedale Bible College","Irwin","OH",2,2,2
"Seattle Institute of East Asian Medicine","Seattle","WA",2,4,4
"Shawnee Beauty College","Shawnee","OK",3,1,1
"Acupuncture and Massage College","Miami","FL",3,4,1
"Upper Valley Educators Institute","Lebanon","NH",2,4,4
"Keck Graduate Institute","Claremont","CA",2,4,4
"Aviation Institute of Maintenance-Atlanta","Duluth","GA",3,2,1
"Empire Beauty School-Kennesaw","Kennesaw","GA",3,1,1
"New York Automotive and Diesel Institute","Jamaica","NY",3,2,1
"Remington College-Baton Rouge Campus","Baton Rouge","LA",2,2,1
"New Saint Andrews College","Moscow","ID",2,4,3
"Arkansas State University-Newport","Newport","AR",1,2,1
"Atenas College","Manati","PR",2,3,2
"Onondaga Cortland Madison BOCES","Liverpool","NY",1,1,1
"Interactive College of Technology","Pasadena","TX",3,2,1
"Pillar College","Newark","NJ",2,4,2
"Oregon State University-Cascades Campus","Bend","OR",1,4,3
"Milan Institute-Amarillo","Amarillo","TX",3,1,1
"Southern University Law Center","Baton Rouge","LA",1,4,3
"Texas Barber College","Houston","TX",3,1,1
"Miller-Motte College-Charleston","Charleston","SC",3,2,1
"American Career College-Anaheim","Anaheim","CA",3,2,1
"Saginaw Chippewa Tribal College","Mount Pleasant","MI",1,2,2
"Richmont Graduate University","Chattanooga","TN",2,4,4
"The Seattle School of Theology & Psychology","Seattle","WA",2,4,4
"East Valley Institute of Technology","Mesa","AZ",1,1,1
"Smith Chason College","Los Angeles","CA",3,3,2
"Irell & Manella Graduate School of Biological Sciences at City of Hope","Duarte","CA",2,0,0
"Design's School of Cosmetology","Paso Robles","CA",3,1,1
"Ultimate Medical Academy","Clearwater","FL",2,2,2
"Florida Barber Academy","Plantation","FL",3,1,1
"M-DCPS The English Center","Miami","FL",1,1,1
"Florida Education Institute","Miami","FL",3,2,1
"Texas County Technical College","Houston","MO",3,2,2
"Aviation Institute of Maintenance-Kansas City","Kansas City","MO",3,1,1
"Blue Cliff College-Gulfport","Gulfport","MS",3,1,1
"Metropolitan Learning Institute","Rego Park","NY",2,1,1
"Orleans Niagara BOCES-Practical Nursing Program","Lockport","NY",1,1,1
"Yeshiva Shaarei Torah of Rockland","Suffern","NY",2,3,3
"Leon Studio One School of Beauty Knowledge","Williamsville","NY",3,1,1
"American Institute of Alternative Medicine","Columbus","OH",3,4,1
"Brown Aveda Institute-Mentor","Mentor","OH",3,1,1
"Institute of Technology","Salem","OR",3,1,1
"Susquehanna County Career and Technology Center","Springville","PA",1,1,1
"Universidad Pentecostal Mizpa","Rio Piedras","PR",2,4,3
"Caribbean Forensic and Technical College","San Juan","PR",3,1,1
"Concorde Career College-Grand Prairie","Grand Prairie","TX",3,2,1
"Lamar Institute of Technology","Beaumont","TX",1,2,2
"Aviation Institute of Maintenance-Dallas","Irving","TX",3,1,1
"Healing Mountain Massage School","Salt Lake City","UT",3,1,1
"Eastern Virginia Career College","Fredericksburg","VA",3,2,1
