"","date","locality","state","school.name","location","title","event_type","organizations","participants","claims_summary","size_mean","year","schools","method","school.city","school.state","school.ownership","school.degrees_awarded.highest","state_politics","public","region","pal","arrests"
"1674",2024-11-21,"milwaukee","wi","University of Wisconsin-Milwaukee","university of wisconsin milwaukee","International Strike for Palestine",NA,"Palestinian Youth Movement; SDS; UWM Popular University for Palestine","students","for divesting University of Wisconsin Milwaukee from Israel;against genocide in Gaza;for Palestinian liberation;for student-worker solidarity;for Indigenous peoples' liberation",NA,2024,NA,"Chenoweth",NA,"WI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"1675",2024-11-22,"iowa city","ia","University of Iowa","university of iowa","Ceasefire Now Rally",NA,"Iowans for Palestine",NA,"for ceasefire in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Iowa City","IA",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"1676",2024-11-22,"boston","ma","Boston University","boston university",NA,NA,"Q",NA,"in commemoration of Transgender Day of Remembrance",NA,2024,NA,"Chenoweth","Boston","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"1677",2024-11-22,"cambridge","ma","Harvard University","harvard university",NA,NA,"Harvard Out of Occupied Palestine","students","for divesting Harvard University from Israel;against genocide in Gaza;for Palestinian liberation",30,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1678",2024-11-22,"saint paul","mn","Macalester College","macalester college","Rally & Sit-In for a Democratic Vote",NA,"Mac for Palestine Coalition","students","for a democratic vote on divesting Macalester College from Israel;for Palestinian liberation",NA,2024,NA,"Chenoweth","Saint Paul","MN",2,3,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"1679",2024-11-22,"durham","nh","University of New Hampshire-Main Campus","university of new hampshire","Rally for Palestine!",NA,"UNH Palestine Solidarity Coalition","students","for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NH",1,4,"Republican-State","Public","northeast","Gaza Related","Arrests"
"1680",2024-11-22,"yonkers","ny","Sarah Lawrence College","sarah lawrence college",NA,NA,"SLC SJP; Divestment Coalition at Sarah Lawrence","students","for divesting Sarah Lawrence College from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Bronxville","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1681",2024-11-22,"pittsburgh","pa","University of Pittsburgh-Pittsburgh Campus","university of pittsburgh",NA,NA,"Fossil Free Pitt Coalition",NA,"against University of Pittsburgh's role in causing climate change",NA,2024,NA,"Chenoweth",NA,"PA",1,4,"Republican-State","Public","northeast","Non-Gaza Related","Arrests"
"1682",2024-11-22,"tacoma","wa","University of Puget Sound","university of puget sound","No Trump, No Complicity in Genocide",NA,"North End SDS; FRSO; SSWANA at UPS",NA,"against Donald Trump's election as U.S. president;against fascism at home and abroad;against genocide in Gaza",NA,2024,NA,"Chenoweth","Tacoma","WA",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"1683",2024-11-23,"greeley","co","University of Northern Colorado","university of northern colorado",NA,NA,"Greeley Students for Palestine","students","for Palestinian liberation",NA,2024,NA,"Chenoweth","Greeley","CO",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"1684",2024-11-23,"cambridge","ma","Harvard University","harvard university",NA,NA,"Harvard Out of Occupied Palestine","students","for divesting Harvard University from Israel;against genocide in Gaza;for Palestinian liberation",30,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1685",2024-11-23,"princeton","nj","Princeton University","princeton university",NA,NA,"Sunrise Princeton; SJP Princeton","students","for divesting Princeton University from climate destruction and war;against accepting research money for fossil fuels;for climate action;for Palestinian liberation",22,2024,NA,"Chenoweth","Princeton","NJ",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"1686",2024-11-23,"yonkers","ny","Sarah Lawrence College","sarah lawrence college",NA,NA,"SLC SJP; Divestment Coalition at Sarah Lawrence","students","for divesting Sarah Lawrence College from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",40,2024,NA,"Chenoweth","Bronxville","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1687",2024-11-23,"austin","tx","The University of Texas at Austin","university of texas at austin","ATX + HTX Solidarity Ride",NA,"Freedom Ride Against Genocide",NA,"against genocide in Gaza;for Palestinian liberation",10,2024,NA,"Chenoweth",NA,"TX",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"1688",2024-11-24,"tucson","az","University of Arizona","university of arizona",NA,NA,"Arizona Palestine Solidarity Alliance; JVP Tucson","students; community members","in remembrance of lives lost in Gaza;for Palestinian liberation",22,2024,NA,"Chenoweth","Tucson","AZ",1,4,"Republican-State","Public","west","Gaza Related","Arrests"
"1689",2024-11-24,"bloomington","in","Indiana University-Bloomington","indiana university","Remembering Free Speech Candlelight Vigil",NA,"IU Divestment Coalition",NA,"against Indiana University's Expressive Activity Policy;for freedeom of speech and assembly;for academic freedom",NA,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Non-Gaza Related","Arrests"
"1690",2024-11-24,"yonkers","ny","Sarah Lawrence College","sarah lawrence college",NA,NA,"SLC SJP; Neturei Karta","students; community members","for divesting Sarah Lawrence College from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Bronxville","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1691",2024-11-25,"chicago","il","University of Illinois Chicago","university of illinois at chicago","UIC Fund Student Needs Not the U.S. War Machine",NA,"SDS at UIC; SJP at UIC; Jewish Student Collective at UIC; Students for a Revolutionary Union at UIC; Anakbayan at UIC; Radical Public Health","students","for divesting University of Illinois Chicago from U.S. militarism;against cuts to budgets of university cultural centers",22,2024,NA,"Chenoweth",NA,"IL",1,4,"Democratic-State","Public","midwest","Non-Gaza Related","No Arrests"
"1692",2024-11-25,"cambridge","ma","Harvard University","harvard university",NA,NA,"Harvard Chabad",NA,"in remembrance of Rabbi Zvi Kogan;against antisemitism;in solidarity with Israel",30,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1693",2024-11-25,"cambridge","ma","Massachusetts Institute of Technology","massachusetts institute of technology","MIT, Hands Off Palestine!",NA,"MIT Alumni for Palestine; MIT Graduates for Palestine; MIT Coalition Against Apartheid",NA,"for divesting Massachusetts Institute of Technology from Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"1694",2024-11-25,"yonkers","ny","Sarah Lawrence College","sarah lawrence college",NA,NA,"SLC SJP; JVP Westchester","students","for divesting Sarah Lawrence College from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Bronxville","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1695",2024-11-25,"oberlin","oh","Oberlin College","oberlin college","Vigil for Palestine",NA,"Oberlin College for Palestine",NA,"against genocide in Gaza;against U.S. aid to Israel;for Palestinian liberation",NA,2024,NA,"Chenoweth","Oberlin","OH",2,4,"Republican-State","Private","midwest","Gaza Related","No Arrests"
"1696",2024-11-25,"swarthmore","pa","Swarthmore College","swarthmore college","United in Solidarity With Palestine",NA,"Swarthmore SJP; Swarthmore JVP","students","in remembrance of people killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Swarthmore","PA",2,3,"Republican-State","Private","northeast","Gaza Related","No Arrests"
"1697",2024-11-26,"amherst","ma","University of Massachusetts-Amherst","university of massachusetts amherst","Study-In for Palestine",NA,"UMass SJP","students","for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"MA",1,4,"Democratic-State","Public","northeast","Gaza Related","Arrests"
"1698",2024-11-26,"ann arbor","mi","University of Michigan-Ann Arbor","university of michigan","Tatreez Tuesdays",NA,"University of Michigan Faculty and Staff for Justice in Palestine",NA,"in remembrance of Palestinians killed in Gaza since October 2023;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"MI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"1699",2024-11-26,"yonkers","ny","Sarah Lawrence College","sarah lawrence college",NA,NA,"SLC SJP; Divestment Coalition at Sarah Lawrence","students","for divesting Sarah Lawrence College from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Bronxville","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1700",2024-11-27,"yonkers","ny","Sarah Lawrence College","sarah lawrence college",NA,NA,"SLC SJP; Divestment Coalition at Sarah Lawrence","students","for divesting Sarah Lawrence College from Israel;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Bronxville","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1701",2024-11-27,"richmond","va","Virginia Commonwealth University","virginia commonwealth university",NA,NA,"SJP at VCU","students","for divesting Virginia Commonwealth University from Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Richmond","VA",1,4,"Democratic-State","Public","south","Gaza Related","Arrests"
"1702",2024-11-28,"cambridge","ma","Harvard University","harvard university","Keffiyeh Thursdays",NA,"Harvard Undergraduate Palestine Solidarity Committee","students","for Palestinian liberation",NA,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1703",2024-11-28,"providence","ri","Brown University","brown university","We Will Honor All Our Martyrs!",NA,"Brown SJP","students","in honor of people killed in Palestine;for Palestinian liberation",NA,2024,NA,"Chenoweth","Providence","RI",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"1704",2024-11-29,"iowa city","ia","University of Iowa","university of iowa","Ceasefire Now Rally",NA,"Iowans for Palestine",NA,"for ceasefire in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Iowa City","IA",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"1705",2024-11-29,"pittsburgh","pa","University of Pittsburgh-Pittsburgh Campus","university of pittsburgh",NA,NA,"Fossil Free Pitt Coalition",NA,"against University of Pittsburgh's role in causing climate change",NA,2024,NA,"Chenoweth",NA,"PA",1,4,"Republican-State","Public","northeast","Non-Gaza Related","Arrests"
"1706",2024-12-01,"bloomington","in","Indiana University-Bloomington","indiana university","Remembering Free Speech Candlelight Vigil",NA,"IU Divestment Coalition",NA,"against Indiana University's Expressive Activity Policy;for freedeom of speech and assembly;for academic freedom",NA,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Non-Gaza Related","Arrests"
"1707",2024-12-02,"ann arbor","mi","University of Michigan-Ann Arbor","university of michigan",NA,NA,"U-M Senate Advisory Committee on University Affairs","students; faculty","against the proposed cutting of DEI programs at University of Michigan;for expanding DEI efforts;for bias and inclusivity training;for tuition affordability for Michigan residents;for increased diversity among U-M faculty and staff",400,2024,NA,"Chenoweth",NA,"MI",1,4,"Republican-State","Public","midwest","Non-Gaza Related","Arrests"
"1708",2024-12-02,"new york","ny","New York University","new york university, manhattan","All Out for Sudan",NA,"Shut It Down NYC; Jews Against Zionism; NYU SJP; Columbia Palestine Solidarity Coalition; Awlad Alneel; Student Resistance Front","students","for divesting New York University from genocide in Sudan and Gaza;for liberation for Sudan",45,2024,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"1709",2024-12-02,"oberlin","oh","Oberlin College","oberlin college","Vigil for Palestine",NA,"Oberlin College for Palestine",NA,"against genocide in Gaza;against U.S. aid to Israel;for Palestinian liberation",NA,2024,NA,"Chenoweth","Oberlin","OH",2,4,"Republican-State","Private","midwest","Gaza Related","No Arrests"
"1710",2024-12-03,"tuscaloosa","al","The University of Alabama","university of alabama",NA,NA,"Bama Students for Palestine; Leftist Collective at UA","students","in remembrance of Palestinians killed in Gaza;for divesting University of Alabama from Israel;for ceasefire in Gaza;against genocide in Gaza;for Palestinian liberation",12,2024,NA,"Chenoweth",NA,"AL",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"1711",2024-12-03,"tuscaloosa","al","The University of Alabama","university of alabama",NA,NA,NA,NA,"against pro-Palestine demonstration;in solidarity with Israel",50,2024,NA,"Chenoweth",NA,"AL",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"1712",2024-12-03,"claremont","ca","Claremont McKenna College","claremont colleges",NA,NA,"Faculty for Justice in Palestine; 7C Staff for Justice in Palestine","faculty; staff","against scholasticide in Gaza;against repression of pro-Palestinian activism at Pomona College;for divesting the Claremont Colleges from Israel;against genocide in Gaza;for Palestinian liberation",48,2024,NA,"Chenoweth",NA,"CA",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
